field_1,latitude,longitude
"421422",27.0708332061768,80.694709777832
"421423",27.0708332061768,80.7040710449219
"421424",27.0708332061768,80.7134246826172
"421425",27.0708332061768,80.722785949707
"421426",27.0708332061768,80.7321395874023
"421427",27.0708332061768,80.7415008544922
"421428",27.0708332061768,80.750862121582
"421429",27.0708332061768,80.7602157592773
"421430",27.0708332061768,80.7695770263672
"421431",27.0708332061768,80.778938293457
"421432",27.0708332061768,80.7882919311523
"421433",27.0708332061768,80.7976531982422
"421434",27.0708332061768,80.807014465332
"421435",27.0708332061768,80.8163681030273
"421436",27.0708332061768,80.8257293701172
"421437",27.0708332061768,80.835090637207
"421438",27.0708332061768,80.8444442749023
"421439",27.0708332061768,80.8538055419922
"421440",27.0708332061768,80.863166809082
"421441",27.0708332061768,80.8725204467773
"421442",27.0708332061768,80.8818817138672
"421443",27.0708332061768,80.891242980957
"421444",27.0708332061768,80.9005966186523
"421445",27.0708332061768,80.9099578857422
"421446",27.0708332061768,80.919319152832
"421447",27.0708332061768,80.9286727905273
"421448",27.0708332061768,80.9380340576172
"421449",27.0708332061768,80.947395324707
"421450",27.0708332061768,80.9567489624023
"421451",27.0708332061768,80.9661102294922
"422615",27.0625,80.6232070922852
"422616",27.0625,80.6325607299805
"422617",27.0625,80.6419219970703
"422618",27.0625,80.6512832641602
"422619",27.0625,80.6606369018555
"422620",27.0625,80.6699981689453
"422621",27.0625,80.6793518066406
"422622",27.0625,80.6887130737305
"422623",27.0625,80.6980667114258
"422624",27.0625,80.7074279785156
"422625",27.0625,80.7167892456055
"422626",27.0625,80.7261428833008
"422627",27.0625,80.7355041503906
"422628",27.0625,80.7448577880859
"422629",27.0625,80.7542190551758
"422630",27.0625,80.7635726928711
"422631",27.0625,80.7729339599609
"422632",27.0625,80.7822875976563
"422633",27.0625,80.7916488647461
"422634",27.0625,80.8010101318359
"422635",27.0625,80.8103637695313
"422636",27.0625,80.8197250366211
"422637",27.0625,80.8290786743164
"422638",27.0625,80.8384399414063
"422639",27.0625,80.8477935791016
"422640",27.0625,80.8571548461914
"422641",27.0625,80.8665161132813
"422642",27.0625,80.8758697509766
"422643",27.0625,80.8852310180664
"422644",27.0625,80.8945846557617
"422645",27.0625,80.9039459228516
"422646",27.0625,80.9132995605469
"422647",27.0625,80.9226608276367
"422648",27.0625,80.932014465332
"422649",27.0625,80.9413757324219
"422650",27.0625,80.9507369995117
"422651",27.0625,80.960090637207
"423815",27.0541667938232,80.6172180175781
"423816",27.0541667938232,80.6265716552734
"423817",27.0541667938232,80.6359329223633
"423818",27.0541667938232,80.6452865600586
"423819",27.0541667938232,80.6546478271484
"423820",27.0541667938232,80.6640014648438
"423821",27.0541667938232,80.6733627319336
"423822",27.0541667938232,80.6827163696289
"423823",27.0541667938232,80.6920776367188
"423824",27.0541667938232,80.7014312744141
"423825",27.0541667938232,80.7107925415039
"423826",27.0541667938232,80.7201461791992
"423827",27.0541667938232,80.7294998168945
"423828",27.0541667938232,80.7388610839844
"423829",27.0541667938232,80.7482147216797
"423830",27.0541667938232,80.7575759887695
"423831",27.0541667938232,80.7669296264648
"423832",27.0541667938232,80.7762908935547
"423833",27.0541667938232,80.78564453125
"423834",27.0541667938232,80.7950057983398
"423835",27.0541667938232,80.8043594360352
"423836",27.0541667938232,80.813720703125
"423837",27.0541667938232,80.8230743408203
"423838",27.0541667938232,80.8324356079102
"423839",27.0541667938232,80.8417892456055
"423840",27.0541667938232,80.8511505126953
"423841",27.0541667938232,80.8605041503906
"423842",27.0541667938232,80.8698654174805
"423843",27.0541667938232,80.8792190551758
"423844",27.0541667938232,80.8885726928711
"423845",27.0541667938232,80.8979339599609
"423846",27.0541667938232,80.9072875976563
"423847",27.0541667938232,80.9166488647461
"423848",27.0541667938232,80.9260025024414
"423849",27.0541667938232,80.9353637695313
"423850",27.0541667938232,80.9447174072266
"423851",27.0541667938232,80.9540786743164
"423852",27.0541667938232,80.9634323120117
"425013",27.0458335876465,80.5925140380859
"425015",27.0458335876465,80.6112289428711
"425016",27.0458335876465,80.6205825805664
"425017",27.0458335876465,80.6299438476563
"425018",27.0458335876465,80.6392974853516
"425019",27.0458335876465,80.6486587524414
"425020",27.0458335876465,80.6580123901367
"425021",27.0458335876465,80.667366027832
"425022",27.0458335876465,80.6767272949219
"425023",27.0458335876465,80.6860809326172
"425024",27.0458335876465,80.695442199707
"425025",27.0458335876465,80.7047958374023
"425026",27.0458335876465,80.7141494750977
"425027",27.0458335876465,80.7235107421875
"425028",27.0458335876465,80.7328643798828
"425029",27.0458335876465,80.7422180175781
"425030",27.0458335876465,80.751579284668
"425031",27.0458335876465,80.7609329223633
"425032",27.0458335876465,80.7702941894531
"425033",27.0458335876465,80.7796478271484
"425034",27.0458335876465,80.7890014648438
"425035",27.0458335876465,80.7983627319336
"425036",27.0458335876465,80.8077163696289
"425037",27.0458335876465,80.8170700073242
"425038",27.0458335876465,80.8264312744141
"425039",27.0458335876465,80.8357849121094
"425040",27.0458335876465,80.8451461791992
"425041",27.0458335876465,80.8544998168945
"425042",27.0458335876465,80.8638534545898
"425043",27.0458335876465,80.8732147216797
"425044",27.0458335876465,80.882568359375
"425045",27.0458335876465,80.8919219970703
"425046",27.0458335876465,80.9012832641602
"425047",27.0458335876465,80.9106369018555
"425048",27.0458335876465,80.9199981689453
"425049",27.0458335876465,80.9293518066406
"425050",27.0458335876465,80.9387054443359
"425051",27.0458335876465,80.9480667114258
"425052",27.0458335876465,80.9574203491211
"425053",27.0458335876465,80.9667816162109
"426211",27.0375003814697,80.5678253173828
"426212",27.0375003814697,80.5771789550781
"426213",27.0375003814697,80.5865325927734
"426214",27.0375003814697,80.5958862304688
"426215",27.0375003814697,80.6052474975586
"426216",27.0375003814697,80.6146011352539
"426217",27.0375003814697,80.6239547729492
"426218",27.0375003814697,80.6333160400391
"426219",27.0375003814697,80.6426696777344
"426220",27.0375003814697,80.6520233154297
"426221",27.0375003814697,80.661376953125
"426222",27.0375003814697,80.6707382202148
"426223",27.0375003814697,80.6800918579102
"426224",27.0375003814697,80.6894454956055
"426225",27.0375003814697,80.6988067626953
"426226",27.0375003814697,80.7081604003906
"426227",27.0375003814697,80.7175140380859
"426228",27.0375003814697,80.7268676757813
"426229",27.0375003814697,80.7362289428711
"426230",27.0375003814697,80.7455825805664
"426231",27.0375003814697,80.7549362182617
"426232",27.0375003814697,80.7642974853516
"426233",27.0375003814697,80.7736511230469
"426234",27.0375003814697,80.7830047607422
"426235",27.0375003814697,80.7923583984375
"426236",27.0375003814697,80.8017196655273
"426237",27.0375003814697,80.8110733032227
"426238",27.0375003814697,80.820426940918
"426239",27.0375003814697,80.8297882080078
"426240",27.0375003814697,80.8391418457031
"426241",27.0375003814697,80.8484954833984
"426242",27.0375003814697,80.8578567504883
"426243",27.0375003814697,80.8672103881836
"426244",27.0375003814697,80.8765640258789
"426245",27.0375003814697,80.8859176635742
"426246",27.0375003814697,80.8952789306641
"426247",27.0375003814697,80.9046325683594
"426248",27.0375003814697,80.9139862060547
"426249",27.0375003814697,80.9233474731445
"426250",27.0375003814697,80.9327011108398
"426251",27.0375003814697,80.9420547485352
"426252",27.0375003814697,80.9514083862305
"426253",27.0375003814697,80.9607696533203
"426254",27.0375003814697,80.9701232910156
"426255",27.0375003814697,80.9794769287109
"426256",27.0375003814697,80.9888381958008
"427413",27.029167175293,80.5805511474609
"427414",27.029167175293,80.5899047851563
"427415",27.029167175293,80.5992660522461
"427416",27.029167175293,80.6086196899414
"427417",27.029167175293,80.6179733276367
"427418",27.029167175293,80.627326965332
"427419",27.029167175293,80.6366806030273
"427420",27.029167175293,80.6460418701172
"427421",27.029167175293,80.6553955078125
"427422",27.029167175293,80.6647491455078
"427423",27.029167175293,80.6741027832031
"427424",27.029167175293,80.6834564208984
"427425",27.029167175293,80.6928176879883
"427426",27.029167175293,80.7021713256836
"427427",27.029167175293,80.7115249633789
"427428",27.029167175293,80.7208786010742
"427429",27.029167175293,80.7302322387695
"427430",27.029167175293,80.7395935058594
"427431",27.029167175293,80.7489471435547
"427432",27.029167175293,80.75830078125
"427433",27.029167175293,80.7676544189453
"427434",27.029167175293,80.7770080566406
"427435",27.029167175293,80.7863693237305
"427436",27.029167175293,80.7957229614258
"427437",27.029167175293,80.8050765991211
"427438",27.029167175293,80.8144302368164
"427439",27.029167175293,80.8237838745117
"427440",27.029167175293,80.8331451416016
"427441",27.029167175293,80.8424987792969
"427442",27.029167175293,80.8518524169922
"427443",27.029167175293,80.8612060546875
"427444",27.029167175293,80.8705596923828
"427445",27.029167175293,80.8799209594727
"427446",27.029167175293,80.889274597168
"427447",27.029167175293,80.8986282348633
"427448",27.029167175293,80.9079818725586
"427449",27.029167175293,80.9173355102539
"427450",27.029167175293,80.9266967773438
"427451",27.029167175293,80.9360504150391
"427452",27.029167175293,80.9454040527344
"427453",27.029167175293,80.9547576904297
"427454",27.029167175293,80.964111328125
"427455",27.029167175293,80.9734725952148
"427456",27.029167175293,80.9828262329102
"428612",27.0208339691162,80.5652236938477
"428613",27.0208339691162,80.574577331543
"428614",27.0208339691162,80.5839309692383
"428615",27.0208339691162,80.5932846069336
"428616",27.0208339691162,80.6026382446289
"428617",27.0208339691162,80.6119918823242
"428618",27.0208339691162,80.6213455200195
"428619",27.0208339691162,80.6306991577148
"428620",27.0208339691162,80.6400527954102
"428621",27.0208339691162,80.6494140625
"428622",27.0208339691162,80.6587677001953
"428623",27.0208339691162,80.6681213378906
"428624",27.0208339691162,80.6774749755859
"428625",27.0208339691162,80.6868286132813
"428626",27.0208339691162,80.6961822509766
"428627",27.0208339691162,80.7055358886719
"428628",27.0208339691162,80.7148895263672
"428629",27.0208339691162,80.7242431640625
"428630",27.0208339691162,80.7336044311523
"428631",27.0208339691162,80.7429580688477
"428632",27.0208339691162,80.752311706543
"428633",27.0208339691162,80.7616653442383
"428634",27.0208339691162,80.7710189819336
"428635",27.0208339691162,80.7803726196289
"428636",27.0208339691162,80.7897262573242
"428637",27.0208339691162,80.7990798950195
"428638",27.0208339691162,80.8084335327148
"428639",27.0208339691162,80.8177947998047
"428640",27.0208339691162,80.8271484375
"428641",27.0208339691162,80.8365020751953
"428642",27.0208339691162,80.8458557128906
"428643",27.0208339691162,80.8552093505859
"428644",27.0208339691162,80.8645629882813
"428645",27.0208339691162,80.8739166259766
"428646",27.0208339691162,80.8832702636719
"428647",27.0208339691162,80.8926239013672
"428648",27.0208339691162,80.9019775390625
"428649",27.0208339691162,80.9113388061523
"428650",27.0208339691162,80.9206924438477
"428651",27.0208339691162,80.930046081543
"428652",27.0208339691162,80.9393997192383
"428653",27.0208339691162,80.9487533569336
"428654",27.0208339691162,80.9581069946289
"428655",27.0208339691162,80.9674606323242
"428656",27.0208339691162,80.9768142700195
"429812",27.0125007629395,80.5592498779297
"429813",27.0125007629395,80.568603515625
"429814",27.0125007629395,80.5779571533203
"429815",27.0125007629395,80.5873107910156
"429816",27.0125007629395,80.5966644287109
"429817",27.0125007629395,80.6060180664063
"429818",27.0125007629395,80.6153717041016
"429819",27.0125007629395,80.6247253417969
"429820",27.0125007629395,80.6340789794922
"429821",27.0125007629395,80.6434326171875
"429822",27.0125007629395,80.6527862548828
"429823",27.0125007629395,80.6621398925781
"429824",27.0125007629395,80.6714935302734
"429825",27.0125007629395,80.6808471679688
"429826",27.0125007629395,80.6902008056641
"429827",27.0125007629395,80.6995544433594
"429828",27.0125007629395,80.7089080810547
"429829",27.0125007629395,80.71826171875
"429830",27.0125007629395,80.7276153564453
"429831",27.0125007629395,80.7369689941406
"429832",27.0125007629395,80.7463226318359
"429833",27.0125007629395,80.7556762695313
"429834",27.0125007629395,80.7650299072266
"429835",27.0125007629395,80.7743835449219
"429836",27.0125007629395,80.7837371826172
"429837",27.0125007629395,80.7930908203125
"429838",27.0125007629395,80.8024444580078
"429839",27.0125007629395,80.8117980957031
"429840",27.0125007629395,80.8211517333984
"429841",27.0125007629395,80.8305053710938
"429842",27.0125007629395,80.8398590087891
"429843",27.0125007629395,80.8492126464844
"429844",27.0125007629395,80.8585662841797
"429845",27.0125007629395,80.867919921875
"429846",27.0125007629395,80.8772735595703
"429847",27.0125007629395,80.8866271972656
"429848",27.0125007629395,80.8959808349609
"429849",27.0125007629395,80.9053344726563
"429850",27.0125007629395,80.9146881103516
"429851",27.0125007629395,80.9240417480469
"429852",27.0125007629395,80.9333953857422
"429853",27.0125007629395,80.9427490234375
"429854",27.0125007629395,80.9521026611328
"429855",27.0125007629395,80.9614562988281
"429856",27.0125007629395,80.9708099365234
"429857",27.0125007629395,80.9801635742188
"431014",27.0041675567627,80.5719833374023
"431015",27.0041675567627,80.5813369750977
"431016",27.0041675567627,80.5906829833984
"431017",27.0041675567627,80.6000366210938
"431018",27.0041675567627,80.6093902587891
"431019",27.0041675567627,80.6187438964844
"431020",27.0041675567627,80.6280975341797
"431021",27.0041675567627,80.637451171875
"431022",27.0041675567627,80.6468048095703
"431023",27.0041675567627,80.6561584472656
"431024",27.0041675567627,80.6655120849609
"431025",27.0041675567627,80.6748657226563
"431026",27.0041675567627,80.6842193603516
"431027",27.0041675567627,80.6935729980469
"431028",27.0041675567627,80.7029266357422
"431029",27.0041675567627,80.712272644043
"431030",27.0041675567627,80.7216262817383
"431031",27.0041675567627,80.7309799194336
"431032",27.0041675567627,80.7403335571289
"431033",27.0041675567627,80.7496871948242
"431034",27.0041675567627,80.7590408325195
"431035",27.0041675567627,80.7683944702148
"431036",27.0041675567627,80.7777481079102
"431037",27.0041675567627,80.7871017456055
"431038",27.0041675567627,80.7964553833008
"431039",27.0041675567627,80.8058090209961
"431040",27.0041675567627,80.8151626586914
"431041",27.0041675567627,80.8245162963867
"431042",27.0041675567627,80.833869934082
"431043",27.0041675567627,80.8432159423828
"431044",27.0041675567627,80.8525695800781
"431045",27.0041675567627,80.8619232177734
"431046",27.0041675567627,80.8712768554688
"431047",27.0041675567627,80.8806304931641
"431048",27.0041675567627,80.8899841308594
"431049",27.0041675567627,80.8993377685547
"431050",27.0041675567627,80.90869140625
"431051",27.0041675567627,80.9180450439453
"431052",27.0041675567627,80.9273986816406
"431053",27.0041675567627,80.9367523193359
"431054",27.0041675567627,80.9461059570313
"431055",27.0041675567627,80.9554595947266
"431056",27.0041675567627,80.9648056030273
"431057",27.0041675567627,80.9741592407227
"431058",27.0041675567627,80.983512878418
"432215",26.9958324432373,80.5753631591797
"432216",26.9958324432373,80.584716796875
"432217",26.9958324432373,80.5940704345703
"432218",26.9958324432373,80.6034164428711
"432219",26.9958324432373,80.6127700805664
"432220",26.9958324432373,80.6221237182617
"432221",26.9958324432373,80.631477355957
"432222",26.9958324432373,80.6408309936523
"432223",26.9958324432373,80.6501846313477
"432224",26.9958324432373,80.6595306396484
"432225",26.9958324432373,80.6688842773438
"432226",26.9958324432373,80.6782379150391
"432227",26.9958324432373,80.6875915527344
"432228",26.9958324432373,80.6969451904297
"432229",26.9958324432373,80.706298828125
"432230",26.9958324432373,80.7156448364258
"432231",26.9958324432373,80.7249984741211
"432232",26.9958324432373,80.7343521118164
"432233",26.9958324432373,80.7437057495117
"432234",26.9958324432373,80.753059387207
"432235",26.9958324432373,80.7624130249023
"432236",26.9958324432373,80.7717590332031
"432237",26.9958324432373,80.7811126708984
"432238",26.9958324432373,80.7904663085938
"432239",26.9958324432373,80.7998199462891
"432240",26.9958324432373,80.8091735839844
"432241",26.9958324432373,80.8185272216797
"432242",26.9958324432373,80.8278732299805
"432243",26.9958324432373,80.8372268676758
"432244",26.9958324432373,80.8465805053711
"432245",26.9958324432373,80.8559341430664
"432246",26.9958324432373,80.8652877807617
"432247",26.9958324432373,80.874641418457
"432248",26.9958324432373,80.8839874267578
"432249",26.9958324432373,80.8933410644531
"432250",26.9958324432373,80.9026947021484
"432251",26.9958324432373,80.9120483398438
"432252",26.9958324432373,80.9214019775391
"432253",26.9958324432373,80.9307556152344
"432254",26.9958324432373,80.9401016235352
"432255",26.9958324432373,80.9494552612305
"432256",26.9958324432373,80.9588088989258
"432257",26.9958324432373,80.9681625366211
"432258",26.9958324432373,80.9775161743164
"432259",26.9958324432373,80.9868698120117
"432260",26.9958324432373,80.9962158203125
"432261",26.9958324432373,81.0055694580078
"433418",26.9874992370605,80.5974502563477
"433419",26.9874992370605,80.6067962646484
"433420",26.9874992370605,80.6161499023438
"433421",26.9874992370605,80.6255035400391
"433422",26.9874992370605,80.6348571777344
"433423",26.9874992370605,80.6442031860352
"433424",26.9874992370605,80.6535568237305
"433425",26.9874992370605,80.6629104614258
"433426",26.9874992370605,80.6722640991211
"433427",26.9874992370605,80.6816101074219
"433428",26.9874992370605,80.6909637451172
"433429",26.9874992370605,80.7003173828125
"433430",26.9874992370605,80.7096710205078
"433431",26.9874992370605,80.7190170288086
"433432",26.9874992370605,80.7283706665039
"433433",26.9874992370605,80.7377243041992
"433434",26.9874992370605,80.7470779418945
"433435",26.9874992370605,80.7564239501953
"433436",26.9874992370605,80.7657775878906
"433437",26.9874992370605,80.7751312255859
"433438",26.9874992370605,80.7844848632813
"433439",26.9874992370605,80.793830871582
"433440",26.9874992370605,80.8031845092773
"433441",26.9874992370605,80.8125381469727
"433442",26.9874992370605,80.821891784668
"433443",26.9874992370605,80.8312377929688
"433444",26.9874992370605,80.8405914306641
"433445",26.9874992370605,80.8499450683594
"433446",26.9874992370605,80.8592987060547
"433447",26.9874992370605,80.8686447143555
"433448",26.9874992370605,80.8779983520508
"433449",26.9874992370605,80.8873519897461
"433450",26.9874992370605,80.8967056274414
"433451",26.9874992370605,80.9060516357422
"433452",26.9874992370605,80.9154052734375
"433453",26.9874992370605,80.9247589111328
"433454",26.9874992370605,80.9341049194336
"433455",26.9874992370605,80.9434585571289
"433456",26.9874992370605,80.9528121948242
"433457",26.9874992370605,80.9621658325195
"433458",26.9874992370605,80.9715118408203
"433459",26.9874992370605,80.9808654785156
"433460",26.9874992370605,80.9902191162109
"433461",26.9874992370605,80.9995727539063
"433462",26.9874992370605,81.008918762207
"433463",26.9874992370605,81.0182723999023
"434618",26.9791660308838,80.5914764404297
"434619",26.9791660308838,80.600830078125
"434620",26.9791660308838,80.6101837158203
"434621",26.9791660308838,80.6195297241211
"434622",26.9791660308838,80.6288833618164
"434623",26.9791660308838,80.6382369995117
"434624",26.9791660308838,80.6475830078125
"434625",26.9791660308838,80.6569366455078
"434626",26.9791660308838,80.6662902832031
"434627",26.9791660308838,80.6756362915039
"434628",26.9791660308838,80.6849899291992
"434629",26.9791660308838,80.6943435668945
"434630",26.9791660308838,80.7036895751953
"434631",26.9791660308838,80.7130432128906
"434632",26.9791660308838,80.7223968505859
"434633",26.9791660308838,80.7317428588867
"434634",26.9791660308838,80.741096496582
"434635",26.9791660308838,80.7504501342773
"434636",26.9791660308838,80.7597961425781
